whiskey,Match_1,Reco_1,Match_2,Reco_2,Match_3,Reco_3,Match_4,Reco_4,Match_5,Reco_5,Match_6,Reco_6,Match_7,Reco_7,Match_8,Reco_8,Match_9,Reco_9,Match_10,Reco_10,Match_11,Reco_11,Match_12,Reco_12,Match_13,Reco_13,Match_14,Reco_14,Match_15,Reco_15,Match_16,Reco_16,Match_17,Reco_17,Match_18,Reco_18,Match_19,Reco_19,Match_20,Reco_20
Oban Little Bay,0.7923271865050435,Clynelish 14,0.7871564223956152,Arran 10,0.7814957005760972,Arran 14,0.7811133842406025,Jura 16,0.7796657670419967,Oban 14,0.7745327045087017,Oban 18,0.771336759595285,Tobermory 10,0.7582801085163784,Bunnahabhain 12,0.7516623043568436,Monkey Shoulder,0.7481213633548429,Old Pulteney 17,0.7461108001064842,Old Pulteney 21,0.7428298784842736,Tobermory 15,0.7398404569363077,Bunnahabhain 18,0.7394997205575538,Balvenie 12 Doublewood,0.7231965146784634,Old Pulteney 12,0.7212076057773638,Aberfeldy 12,0.7111194555203418,Bruichladdich The Laddie Ten,0.7055435147960568,Dalwhinnie 15,0.6980053132698961,Talisker 18,0.6979855680755616,Sheep Dip
Redbreast 21,0.8810994281053874,Kavalan Solist Ex-Bourbon,0.8776703323231048,Redbreast 12 Cask Strength,0.8599920567675955,Glenlivet 21 Archive,0.8599187969663837,Redbreast 12,0.8507686800301473,Yellow Spot,0.850225817527752,Redbreast 15,0.8336759180882448,Glen Garioch 12,0.829444919889334,Glenmorangie Ealanta,0.8288864155359217,Glengoyne 18,0.8169220858300792,Amrut Intermediate Sherry,0.8122952996702055,Redbreast Lustau Edition,0.8122815720635153,Glenlivet 16 Nadurra,0.8070360155714169,Kavalan Solist Vinho Barrique,0.7949763730167376,Green Spot,0.7862936570422064,Arran 10,0.7804617695096305,Balvenie 12 Single Barrel First Fill,0.779727400648835,Balvenie 17 Doublewood,0.7782080778813372,Monkey Shoulder,0.7777114278805222,Glenlivet 15 French Oak Reserve,0.7774169237820894,Jameson
Angel's Envy Cask Strength,0.8524642397516377,Angel's Envy Bourbon,0.7781544001801375,Black Maple Hill,0.7766925158839804,Pappy Van Winkle Family Reserve Bourbon 15,0.7700429214854265,Colonel E.H. Taylor Barrel Proof,0.7671795488033146,Elmer T. Lee,0.7637499428860816,Balvenie 21 Portwood,0.7620119846067672,Elijah Craig Barrel Proof,0.7585127963874652,Orphan Barrel Barterhouse 20,0.7580757416866515,Henry McKenna 10 Single Barrel,0.7523570573120085,W.L. Weller 12,0.7499691168880263,Four Roses Small Batch Limited Edition 2013 125th Anniversary,0.7480602175955651,Booker's Bourbon,0.7440480292978298,1792 Port Finish,0.741690423118393,George T. Stagg 2013,0.738302142283334,High West A Midwinter Nights Dram,0.7338068832907174,Stagg Jr.,0.7320861653556685,Amrut Portonova,0.7305297945486617,Wild Turkey Rare Breed,0.7276846961069859,Blanton's Straight from the Barrel,0.7272061216183998,Elijah Craig 12
Jim Beam Signature Craft 12,0.8544021580575538,Elijah Craig 12,0.8466217492381705,Jim Beam Black 8 Double Aged,0.8448055468413681,Eagle Rare 10,0.8447672468782965,Booker's Bourbon,0.8348805582543845,Woodford Reserve Distiller's Select,0.8343028950407613,Jim Beam Devil's Cut,0.8309826810704819,Knob Creek 9 Small Batch,0.8248468678851025,Elijah Craig 18,0.8228457830985472,Buffalo Trace,0.8139057273248446,Wild Turkey Rare Breed,0.8112684034726472,Evan Williams Black Label,0.8110459318034755,Evan Williams White Label Bottled in Bond,0.7959016292452445,Colonel E.H. Taylor Small Batch,0.791770265443138,1792 Full Proof,0.7899946079723463,Henry McKenna 10 Single Barrel,0.7862028944438118,Rebel Yell 10 Single Barrel,0.7834141053739211,Four Roses Small Batch Limited Edition 2013 125th Anniversary,0.782694138635943,Orphan Barrel Barterhouse 20,0.7773522277411555,Woodford Reserve Double Oaked,0.7742985419696096,Michter's 10 Bourbon
Parker's Heritage Collection 6th: Blend of Mashbills,0.8963833578719325,Blanton's Straight from the Barrel,0.8798814255625342,Michter's 10 Bourbon,0.8742131923712717,Old Grand Dad 100 Bottled in Bond,0.8691812261213668,Elmer T. Lee,0.8680545200091492,Colonel E.H. Taylor Barrel Proof,0.8500240727605702,Smooth Ambler Old Scout Rye 8,0.8495422257337599,Russell's Reserve Single Barrel Bourbon,0.8489836977257961,Evan Williams White Label Bottled in Bond,0.8413319291477793,Colonel E.H. Taylor Small Batch,0.8263389372125467,Old Grand Dad 114,0.8196371377724216,Michter's Barrel Strength Rye,0.8184831807463472,Elijah Craig Barrel Proof,0.8154160494213444,Thomas H. Handy 2013,0.8144966332908787,Wild Turkey 101,0.8140147212209559,Parker's Heritage Collection 7th: Promise of Hope,0.8138308953846853,Four Roses Small Batch Limited Edition 2013 125th Anniversary,0.8116780092850139,Willett Family Estate Rye 3y,0.8107409971361397,Four Roses Single Barrel Private Selection OBSQ,0.8073495663853325,Wild Turkey Rare Breed,0.8069993493390288,Elijah Craig 12
Compass Box 3 Year Old Deluxe,0.847155861988526,Highland Park 15,0.837106302876905,Compass Box The Lost Blend,0.8272985390468907,Ardbeg An Oa,0.8217027079230028,Springbank 10,0.8171823463905579,Talisker 18,0.8122141607012381,Laphroaig Cairdeas 2017 Quarter Cask Cask Strength,0.8021782681403719,Compass Box No Name,0.8000348778966957,Compass Box Flaming Heart 15th Anniversary Edition,0.7930270914886185,Oban 14,0.7910277440050482,Bruichladdich The Laddie Ten,0.7901751649070566,Johnnie Walker Green Label,0.7871946169298873,Compass Box Enlightenment,0.7786775363637449,Amrut Fusion,0.778126023302433,Dalwhinnie 15,0.7690405538899718,Clynelish 14,0.7668108464428207,Kilkerran 12,0.7627748007551655,Highland Park 18,0.7621719324729279,Ardbeg Airigh Nam Beist 1990,0.7614043865438863,Compass Box Great King St. Glasgow Blend,0.755961357571395,Highland Park 12
Bruichladdich Octomore 7.3,0.8904454345833291,Bruichladdich Octomore 7.2,0.8752499018083708,Bruichladdich Octomore 6.2,0.8678321889141856,Longrow Red 11 Australian Shiraz,0.853851234389186,Kilchoman Sanaig,0.8538505116976003,Bruichladdich Octomore 6.3,0.8496315174458419,Laphroaig Cairdeas 2016 Madeira,0.845795598839653,Bruichladdich Port Charlotte Scottish Barley,0.8417565085327949,Bruichladdich Octomore 4.2_167 Comus,0.8367642162639054,Bruichladdich Octomore 6.1,0.8273007982230994,Laphroaig Cairdeas 2013 Portwood,0.8248853793681553,Laphroaig Cairdeas 2015,0.8203256106911313,Lagavulin 12,0.8181387951015797,Laphroaig Cairdeas 2014 Amontillado,0.8162503098093763,Ardbeg Perpetuum,0.8119963216960464,Lagavulin 8,0.8080211503572778,Laphroaig 18,0.8047723460846083,Ardbeg Galileo,0.8021982694351829,Talisker 57° North,0.7965505025696896,Caol Ila 18,0.7902625731121292,Ardbeg Ardbog
Glen Moray 12,0.8797420835117887,Bushmills 10,0.8641289409360404,AnCnoc 12,0.8540515835723257,Balvenie 12 Single Barrel First Fill,0.8538910401861246,Auchentoshan Classic,0.8526073675488953,Speyburn 10,0.8428693781373904,Chivas Regal 12,0.8425246018835915,Aberfeldy 12,0.836340225181873,Arran 10,0.8234694509693763,Dalwhinnie 15,0.820964172768144,Glenmorangie 10 Original,0.8190211403289465,Monkey Shoulder,0.8162163069875568,Deanston 12,0.8158999338003715,Macallan 10 Fine Oak,0.8111979429726268,Cragganmore 12,0.8111967719251079,Craigellachie 13,0.8101240287239234,Cardhu 12,0.8051601460187694,Deanston Virgin Oak,0.7923641291226252,Glenkinchie 12,0.7917271430186834,Clynelish 14,0.7911361389697724,Singleton of Glendullan 12
BenRiach 12 Importanticus Fumosus,0.8670872294544494,Bunnahabhain Toiteach,0.8670555720728366,Laphroaig Cairdeas 2013 Portwood,0.8611734821289159,Ardbeg Galileo,0.848179246159064,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.8440714612908149,Highland Park 15 Loki,0.8412369530682109,Bruichladdich Port Charlotte Scottish Barley,0.8332319362773501,Kilchoman Machir Bay,0.8299805555119952,Laphroaig Triplewood,0.8299307945272969,Compass Box Peat Monster,0.8248510181453862,Caol Ila 12,0.8239485246119659,Ardbeg Uigeadail,0.8211722699100691,Ardbeg Ardbog,0.8194176503673293,Bruichladdich Octomore 4.2_167 Comus,0.8175820758820732,Port Ellen 32 12th Release,0.8113885727038066,Bowmore 15 Darkest,0.8076802574224766,Ardbeg 10,0.8043746314436702,Longrow Peated,0.8031371041429813,Lagavulin 16,0.8023876927167124,Jura Superstition,0.8015127505601478,Ardmore Traditional Cask Peated
Thomas H. Handy 2016,0.8799048703217212,Michter's Barrel Strength Rye,0.8722541178574639,Russell's Reserve Single Barrel Rye,0.8664646909300495,Four Roses Single Barrel Private Selection OBSK,0.8636677257153277,Russell's Reserve Single Barrel Bourbon,0.8624297247987316,J.P. Wiser's Dissertation,0.8592996587833086,Old Grand Dad 100 Bottled in Bond,0.8517386432989472,Pikesville Rye,0.8493172099996197,Smooth Ambler Old Scout Rye 7,0.8483494933128519,Thomas H. Handy 2013,0.8472646988593099,Four Roses Single Barrel Private Selection OBSQ,0.8410439971305258,Wild Turkey 101,0.8391290127343897,1792 Ridgemont Reserve,0.8386219445116958,Millstone 100 Rye,0.8383220154685476,Four Roses Single Barrel,0.8370804671553124,Old Grand Dad 114,0.8331258871488918,Van Winkle Family Reserve Rye 13,0.8312193667190443,High West Son of Bourye,0.8291590663647698,Blanton's Straight from the Barrel,0.8250030863635891,High West Bourye,0.8233392154132031,Booker's Rye
Bushmills Black Bush,0.8964938378468124,Bushmills 10,0.890159785009371,Green Spot,0.8572010884912268,BenRiach 12,0.8463673003858803,Monkey Shoulder,0.844905867787291,Redbreast 12,0.8439757396313721,Compass Box Great King St. Artist's Blend,0.841867467909353,Jameson,0.8411222299651757,Arran 10,0.8372673130618308,Famous Grouse,0.8367604899783103,Yellow Spot,0.827594601804611,Chivas Regal 12,0.8257365951372834,Redbreast 15,0.8117057924138924,Glenfiddich 15,0.8088750284361512,Glenfarclas 15,0.8058123879951123,Johnnie Walker Gold Label,0.803796966373199,Macallan 10 Fine Oak,0.7984644926483195,Tomatin 12,0.7939913277453052,Glenmorangie 10 Original,0.7916056533874257,Dalwhinnie 15,0.7912323935665228,Dewar's 12
GlenDronach 18 Allardice,0.8938169867518377,GlenDronach 15 Revival,0.8777442143623713,Kavalan Solist Sherry,0.8735291176173583,Macallan Sherry Cask Strength,0.8673406922510781,GlenDronach 21 Parliament,0.8667418969226008,Glengoyne 21,0.8609709015142581,Glenfarclas 105 Cask Strength,0.8519215784419545,GlenDronach 12 Original,0.8508068810516267,Dalmore 15,0.849630353314092,Aberlour 18,0.8346580790659032,Dalmore 12,0.8301266440753274,Glenfarclas 40,0.823571206894339,Glenmorangie Lasanta,0.8234487409659873,Glenfarclas 15,0.8226221051011904,Bunnahabhain 18,0.8197786100096962,Balvenie 15 Single Barrel Sherry Cask,0.8160258863531851,Tobermory 15,0.8144209681862403,Glenfarclas 10,0.8079003097802495,Auchentoshan Three Wood,0.8051313870413288,Macallan 12 Sherry,0.8040591928454845,Glenfarclas 25
Balblair 1990 2nd Release,0.8705667458400502,Glengoyne 21,0.8645753484659435,GlenDronach 21 Parliament,0.8582508956732489,Glenfarclas 105 Cask Strength,0.8515417546765977,Benrinnes 23,0.8471500266451663,Glenfarclas 21,0.8461081034691931,Glenfarclas 25,0.8429576753123857,Aberlour A'bunadh batch #46,0.8419738197626547,Balvenie 15 Single Barrel Sherry Cask,0.8410640930886928,Glenfarclas 15,0.8401483669236542,GlenDronach 15 Revival,0.8352312035256604,Glengoyne 25,0.8256692970628691,Macallan Edition No. 2,0.82275147511505,Glenfarclas 40,0.8174450221183831,Auchentoshan Three Wood,0.8127764426558848,BenRiach 12 Sherry Matured,0.8125987004500101,Kavalan Solist Sherry,0.8119344345399236,Macallan 12 Sherry,0.8114649983759248,Bunnahabhain 18,0.8089880556647464,GlenDronach 12 Original,0.8086432161382366,Glenmorangie Lasanta
Smokehead,0.8924094904067372,Compass Box Peat Monster,0.8716143888177496,Finlaggan Old Reserve,0.8687626428948771,Ardbeg Perpetuum,0.864655590651003,Kilchoman Machir Bay,0.8617803912429867,Ardbeg 10,0.8573988174696621,Laphroaig 15,0.8542721059616731,Laphroaig Cairdeas 2012 Origin,0.8527064766294723,Ardbeg Airigh Nam Beist 1990,0.8513270329694821,Laphroaig 10,0.849074429617122,Bunnahabhain Toiteach,0.8442585179387082,Bowmore 12,0.8407251157848847,Laphroaig 10 Cask Strength,0.836514716256599,Longrow Peated,0.8355071534178635,Bruichladdich Octomore 6.1,0.8338531244528724,Lagavulin 8,0.8308270800356975,Ledaig 10,0.8288835632336415,Ardbeg Corryvreckan,0.8263818578687284,Bruichladdich Port Charlotte Scottish Barley,0.8254798186456566,Ardmore Traditional Cask Peated,0.818890480669266,Laphroaig Quarter Cask
Crown Royal Hand Selected Barrel,0.824739934764216,J.P. Wiser's 18,0.8200845279138985,Forty Creek Barrel Select,0.8170133269495482,J.P. Wiser's Dissertation,0.7972066073891313,Crown Royal,0.7970552250908638,Colonel E.H. Taylor Small Batch,0.795006937194589,Elijah Craig 12,0.793453025132904,Collingwood 21,0.7924174855590306,Henry McKenna 10 Single Barrel,0.7920585204248461,Lot No. 40,0.7837530097191673,Noah's Mill,0.7813733142802611,Blanton's Original Single Barrel,0.7801922317688454,Basil Hayden's,0.7779666508996125,Nikka Coffey Grain,0.7776584584704576,Wild Turkey Rare Breed,0.7683213051798962,J.P. Wiser's Last Barrels,0.7615965673455075,Bulleit Bourbon 10,0.7612924163135266,Wild Turkey 101,0.7600730003044432,Old Grand Dad 114,0.7553201543452606,Elmer T. Lee,0.754956704553317,Four Roses Small Batch
Lagavulin 1997 Distillers Edition,0.9034160053735653,Bowmore 15 Darkest,0.901446405406014,Springbank 12 Cask Strength Batch 7,0.8982324832074693,Highland Park Dark Origins,0.8747142449091703,Laphroaig Triplewood,0.8643490901164825,Ardbeg Uigeadail,0.851358447600631,Ardbeg Day,0.8366599077505786,Bowmore 15 Laimrig,0.8317290579519965,Laphroaig PX Cask,0.8276348824776266,Laphroaig Cairdeas 2013 Portwood,0.8251104627529264,Lagavulin 16,0.823890560314279,Kilchoman Sherry Cask Release,0.8230218342666276,Ardbeg Ardbog,0.8224325075399793,Bunnahabhain 12,0.8153875233672783,Springbank 15,0.8149960864985184,Highland Park 18,0.8101201685516198,Talisker 18,0.8088809600997304,Ardbeg Dark Cove Committee Release,0.8080229982018864,Lagavulin 12,0.7951889418777303,Laphroaig Cairdeas 2014 Amontillado,0.7942479823011195,Jura Superstition
Talisker Distiller's Edition 2012,0.8636136083774166,Bunnahabhain Toiteach,0.8575670886462109,Finlaggan Old Reserve,0.8524950389979381,Ardbeg Ardbog,0.8463497640727673,Ardbeg Galileo,0.8356698321354488,Ardbeg Uigeadail,0.833186942108385,Laphroaig 10 Cask Strength,0.8282497984092125,Lagavulin 16,0.8250095889370279,Bowmore 18,0.8235422373807699,Bowmore 15 Laimrig,0.8208344956691425,Springbank 10,0.8191272875144688,Ardbeg Corryvreckan,0.8113405163027683,Laphroaig 18,0.8079405351218788,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.8066578318514461,Laphroaig Triplewood,0.8020555464703684,Laphroaig PX Cask,0.80138807642756,Jura Superstition,0.8010080096759726,Highland Park 12,0.7995290030247268,Laphroaig 10,0.7917332718199808,Bowmore 12,0.7908915591119818,Bowmore 15 Darkest
Stagg Jr. Batch #9,0.8573114002206705,George T. Stagg 2017,0.8077356476823221,George T. Stagg 2013,0.8041960874870921,Russell's Reserve Single Barrel Bourbon,0.7821263057723905,Four Roses Small Batch Limited Edition 2013 125th Anniversary,0.7720879233501902,Old Forester 1920,0.7661482180652879,Colonel E.H. Taylor Barrel Proof,0.7586211501685878,Four Roses Small Batch Limited Edition 2015,0.7570059694119405,Colonel E.H. Taylor Single Barrel,0.7550954633678619,Eagle Rare 10,0.7538357600948298,George T. Stagg 2012,0.7461338629506167,Elijah Craig Barrel Proof,0.7379081486915624,Wild Turkey 101,0.736359503722496,Stagg Jr.,0.7356340429148667,Orphan Barrel Barterhouse 20,0.730927565794979,Colonel E.H. Taylor Small Batch,0.7246197454300999,Bulleit Bourbon,0.7236033664470357,Michter's 10 Bourbon,0.7194374075439577,1792 Full Proof,0.7165428355966976,Booker's Bourbon,0.7162260005312766,Four Roses Single Barrel
